"","state","county_name","county_crime_2016","inactivity_2016","median_house_income_2016","pop_2016","rural_2016","rec_resource_2016","county_crime_2018","inactivity_2018","median_house_income_2018","pop_2018","rural_2018","rec_resource_2018","county_crime_2020","inactivity_2020","median_house_income_2020","pop_2020","rural_2020","rec_resource_2020"
"990","KS","Rice County",125.17705966,0.257,49152,10015,0.6378062085,0.3827233958,103.77243316,0.292,47737,9831,0.6378062085,0.6856094416,95.923261391,0.295,51686,9531,0.6378062085,0.6650798373
"991","KS","Riley County",262.43682077,0.171,46468,75194,0.1384518034,0.9117907614,230.31206844,0.175,49901,73343,0.1384518034,0.8554454053,259.15085342,0.166,47057,73703,0.1384518034,0.9007523026
"992","KS","Rooks County",58.775126367,0.295,48383,5155,1,0.705462266,102.28870988,0.306,45268,5076,1,0.6620343563,77.34699797,0.299,47365,5013,1,0.6602972399
"993","KS","Rush County",182.00202224,0.296,43083,3197,1,0.2921076504,240.70285233,0.317,45281,3058,1,0.4179014212,144.39274828,0.328,44121,3093,1,0.4179014212
"994","KS","Russell County",376.62090008,0.234,45443,6956,0.4106169297,0.3345767575,369.35770135,0.272,43857,6988,0.4106169297,0.6767575323,366.01119564,0.302,45879,6907,0.4106169297,0.63758967
"995","KS","Saline County",364.65587843,0.259,48460,55755,0.1459015214,0.7817681545,344.18693281,0.287,48748,55142,0.1459015214,0.8733230227,396.81468484,0.28,53961,54401,0.1459015214,0.8343883754
"996","KS","Scott County",262.8386575,0.287,56032,5080,0.2611426256,0.5486223663,368.53390512,0.296,60540,5032,0.2611426256,0.8109805511,320,0.3,63790,4897,0.2611426256,0.8093598055
"997","KS","Sedgwick County",647.87490248,0.248,51175,508803,0.0765864377,0.8507920901,622.44550633,0.243,52612,511995,0.0765864377,0.8911460476,724.71309962,0.255,56381,513607,0.0765864377,0.8516368525
"998","KS","Seward County",372.67795732,0.27,47381,23465,0.1142819798,0.5847420704,339.60181687,0.276,48648,22709,0.1142819798,0.8927326595,298.52669559,0.251,50671,21780,0.1142819798,0.8365719763
"999","KS","Shawnee County",454.82457705,0.241,52795,178406,0.158244068,0.8622129554,439.57773556,0.242,55387,178146,0.158244068,0.8736835006,443.66795519,0.248,53612,177499,0.158244068,0.9299290748
"1000","KS","Sheridan County",0,0.295,52300,2539,1,NA,117.41682975,0.273,49860,2509,1,0.6443661972,117.41682975,0.261,50553,2533,1,0.6294992175
"1001","KS","Sherman County",230.07395234,0.296,43100,6110,0.2424292845,0.721797005,261.67307221,0.283,48456,5965,0.2424292845,0.822296173,239.86765922,0.288,45966,5899,0.2424292845,0.8198003328
"1002","KS","Smith County",NA,0.274,41303,3769,1,0.4692447444,48.216007715,0.32,40006,3632,1,0.522969115,48.216007715,0.286,41899,3603,1,0.4861147158
"1003","KS","Stafford County",195.56224144,0.326,45945,4297,1,0.721884156,260.05813064,0.304,46104,4208,1,0.6752310119,199.48368927,0.241,47835,4178,1,0.6752310119
"1004","KS","Stanton County",111.50758252,0.323,56591,2111,1,0.6975391499,NA,0.337,58135,2062,1,0.7167785235,NA,0.32,60136,1987,1,0.7167785235
"1005","KS","Stevens County",34.240712207,0.293,59773,5801,0.3123689727,0.6703354298,51.000892516,0.268,57432,5584,0.3123689727,0.4678546471,87.851405622,0.259,58817,5559,0.3123689727,0.5583508036
"1006","KS","Sumner County",248.31191462,0.303,52476,23528,0.6285430134,0.3547986077,275.44517896,0.309,52186,23272,0.6285430134,0.649469584,201.53253311,0.319,56946,22996,0.6285430134,0.5466600365
"1007","KS","Thomas County",259.76202447,0.26,50639,7891,0.3084810127,0.6536708861,305.32435485,0.283,53816,7892,0.3084810127,0.7875949367,234.05870445,0.307,55345,7711,0.3084810127,0.7770886076
"1008","KS","Trego County",156.14543832,0.273,46859,2902,1,0.6817727424,56.123021663,0.321,46756,2872,1,0.7177607464,204.11634632,0.312,48520,2793,1,0.7100966345
"1009","KS","Wabaunsee County",197.73407439,0.256,59160,7022,1,0.1471714164,173.34941212,0.241,61502,6891,1,0.2353608394,156.49452269,0.237,59744,6899,1,0.167730044
"1010","KS","Wallace County",66.934404284,0.255,49109,1506,1,0.3824915825,0,0.288,47844,1497,1,0.3878787879,0,0.255,51350,1503,1,0.3878787879
"1011","KS","Washington County",85.665334095,0.306,43264,5598,1,0.2302121055,58.105752469,0.294,45077,5546,1,0.4295568201,71.923042345,0.28,48104,5420,1,0.3540265563
"1012","KS","Wichita County",206.79468242,0.27,53447,2176,1,0.7260519248,297.17682021,0.335,55336,2112,1,0.7479856759,278.29313544,0.311,59800,2105,1,0.7376902417
"1013","KS","Wilson County",264.85856553,0.265,39764,9028,0.7268572643,0.3337230311,243.90243902,0.321,43134,8723,0.7268572643,0.6261026677,236.73975537,0.375,45697,8665,0.7268572643,0.5790200872
"1014","KS","Woodson County",301.5681544,0.288,35502,3157,1,0.6025989725,214.72392638,0.3,35417,3165,1,0.6569960713,287.35632184,0.262,43894,3183,1,0.4297370807
"1015","KS","Wyandotte County",592.36867477,0.327,37087,161636,0.0606266468,0.8686962319,603.14938632,0.313,43396,163831,0.0606266468,0.9135456017,703.92372297,0.329,47084,165324,0.0606266468,0.8996984223
"1016","KY","Kentucky",234.87832399,0.2861892856,42914,4413457,0.4161952653,0.6984090076,214.67618084,0.281,46610,4436974,0.4161952653,0.724260013,222.00048789,0.286,50189,4468402,0.4161952653,0.7108850208
"1017","KY","Adair County",65.866771104,0.321,31558,19204,0.754556175,0.4463443396,65.804684582,0.359,33925,19280,0.754556175,0.6256968268,39.603960396,0.331,37392,19215,0.754556175,0.6008254717
"1018","KY","Allen County",73.039956176,0.34,39801,20384,0.786981359,0.3432050511,54.202322487,0.342,41368,20631,0.786981359,0.5658949689,102.07057451,0.394,44624,21122,0.786981359,0.3702645821
"1019","KY","Anderson County",81.930467313,0.281,54331,21888,0.4169739975,0.8247980953,82.488085054,0.301,57448,22158,0.4169739975,0.9121422903,88.648452062,0.345,60908,22663,0.4169739975,0.7578544419
"1020","KY","Ballard County",100.68871078,0.332,44732,8240,1,0,80,0.313,45074,8054,1,0.5204267184,66.441169365,0.386,47658,7979,1,0.4817553643
"1021","KY","Barren County",108.65029564,0.312,37666,43148,0.6327508121,0.4563820454,120.62256809,0.314,40274,43993,0.6327508121,0.686529296,123.96551922,0.377,42439,44176,0.6327508121,0.6632205439
"1022","KY","Bath County",NA,0.304,34126,12206,1,0.482443275,25.065797719,0.318,36468,12327,1,0.6891553792,28.682646999,0.37,44183,12383,1,0.3959106203
"1023","KY","Bell County",163.23600917,0.349,24868,27778,0.624795232,0.5846781221,156.11325307,0.396,26014,27117,0.624795232,0.8739674462,169.81338787,0.375,29362,26569,0.624795232,0.8447248266
"1024","KY","Boone County",137.59126517,0.247,66939,126413,0.132723401,0.773076567,137.08589196,0.236,72942,128536,0.132723401,0.7863749989,132.41556549,0.247,77696,131533,0.132723401,0.8480275395
"1025","KY","Bourbon County",153.20334262,0.338,42812,19972,0.4474856142,0.7575181386,124.46930041,0.321,46231,20030,0.4474856142,0.7392544408,126.98570788,0.311,48614,20184,0.4474856142,0.7242932199
"1026","KY","Boyd County",204.67463444,0.304,40224,48832,0.2531791207,0.6781316862,147.90691363,0.276,44569,48132,0.2531791207,0.7404828227,149.8305365,0.315,48020,47240,0.2531791207,0.7408865205
"1027","KY","Boyle County",225.36561976,0.287,41538,29706,0.3481992122,0.6220455824,191.20013058,0.318,44834,30018,0.3481992122,0.8546707935,145.32427591,0.209,47528,30100,0.3481992122,0.7061409679
"1028","KY","Bracken County",71.939401633,0.296,41910,8406,1,0.0283930254,55.307381408,0.307,47182,8400,1,0.2404571159,49.859769399,0.312,56432,8239,1,0.0024740811
"1029","KY","Breathitt County",NA,0.332,28647,13409,0.8150309843,0.1668107797,NA,0.316,26659,13284,0.8150309843,0.4655569967,29.855202269,0.34,31182,12726,0.8150309843,0.5729932267
"1030","KY","Breckinridge County",54.487814543,0.385,41547,19888,1,0.4162719976,51.273569302,0.326,43053,19961,1,0.6464928461,62.407948276,0.254,47284,20388,1,0.4261927314
"1031","KY","Bullitt County",115.83820077,0.332,54924,77955,0.304134878,0.6929721875,117.75634903,0.304,63570,79151,0.304134878,0.7690630929,121.61809372,0.282,61022,81069,0.304134878,0.7365411268
"1032","KY","Butler County",57.400787956,0.365,35219,12875,1,0.3061465721,72.572702296,0.357,41701,12845,1,0.2112687155,77.525389565,0.314,43048,12772,1,0.2042553191
"1033","KY","Caldwell County",181.75302068,0.334,42640,12725,0.5463647566,0.6514171288,157.47218422,0.306,40327,12568,0.5463647566,0.0626925447,192.86023537,0.28,43659,12715,0.5463647566,0.0626925447
"1034","KY","Calloway County",121.12791464,0.227,37705,38282,0.4871877605,0.5867817483,150.98537826,0.204,39438,38437,0.4871877605,0.7359576242,162.49508583,0.27,41873,39135,0.4871877605,0.7334301309
"1035","KY","Campbell County",193.41862838,0.245,52349,91833,0.1529622742,0.9288544988,192.69020388,0.236,61490,92211,0.1529622742,0.9250797024,164.04431922,0.239,60904,93152,0.1529622742,0.9491011335
"1036","KY","Carlisle County",39.205436487,0.308,40701,4978,1,0.2372648903,39.837992165,0.336,45362,4855,1,0.2417711599,40.778876542,0.332,41249,4771,1,0.0768025078
"1037","KY","Carroll County",79.418412854,0.302,43615,10815,0.5222458607,0.6936453612,93.970717512,0.333,47726,10679,0.5222458607,0.6597909537,92.280717944,0.3,47623,10737,0.5222458607,0.7238923319
"1038","KY","Carter County",60.032657766,0.342,34991,27223,0.7937950938,0.6895021645,46.335247711,0.368,37406,27046,0.7937950938,0.2952020202,53.579676674,0.398,32906,27004,0.7937950938,0.5044733045
"1039","KY","Casey County",56.286351602,0.332,29344,15891,1,0.3282356628,43.567560839,0.318,29417,15815,1,0.2633657161,34.507638736,0.313,34358,15888,1,0
"1040","KY","Christian County",254.34914117,0.307,36736,74250,0.2855520249,0.619119735,237.69896576,0.309,41081,72351,0.2855520249,0.6736258536,225.11153253,0.314,40299,71671,0.2855520249,0.5476708809
"1041","KY","Clark County",295.05410882,0.289,49012,35758,0.2746749782,0.7197371746,183.83896826,0.297,48474,35819,0.2746749782,0.8230983068,179.24158405,0.272,50162,36249,0.2746749782,0.7870721366
"1042","KY","Clay County",81.058346716,0.305,25215,21147,0.785687989,0.9895996318,75.851393189,0.336,24901,20766,0.785687989,0.9895996318,80.624125584,0.353,28146,20105,0.785687989,0.9895996318
"1043","KY","Clinton County",NA,0.317,28341,10165,1,0.5758372274,24.485798237,0.343,29582,10177,1,0.4113123053,54.264713137,0.36,31118,10206,1,0.2953660436
"1044","KY","Crittenden County",39.210094817,0.313,38338,9224,0.7082125604,0.1846484165,75.293105303,0.292,40656,9188,0.7082125604,0.0265163714,81.512879035,0.298,43624,8915,0.7082125604,0.0711755233
"1045","KY","Cumberland County",58.173356603,0.335,29067,6745,1,0.2787339557,48.916499535,0.376,30771,6738,1,0.1146441074,37.001406053,0.323,33541,6659,1,0.1146441074
"1046","KY","Daviess County",173.60872847,0.252,43390,98275,0.270164294,0.7582664294,173.51325288,0.255,51153,99674,0.270164294,0.7652292667,177.4148837,0.274,51441,101104,0.270164294,0.7899354412
"1047","KY","Edmonson County",65.704821091,0.334,38544,12013,1,0.4039963819,74.542392535,0.26,38395,12114,1,0.5842447167,83.312505207,0.235,43151,12274,1,0.4310500781
"1048","KY","Elliott County",38.824899702,0.364,30556,7672,1,0.3248853795,34.683083326,0.341,33335,7588,1,0.4527508915,26.34872538,0.363,35446,7508,1,0.4177279674
"1049","KY","Estill County",72.48346471,0.319,30333,14447,0.7612459106,0.7654716467,34.404458818,0.342,33839,14307,0.7612459106,0.5984187568,45.21267346,0.371,35701,14198,0.7612459106,0.6332470011
"1050","KY","Fayette County",490.18841896,0.205,48552,310797,0.0306690602,0.9732389462,359.84708937,0.2,53288,318449,0.0306690602,0.9908655423,369.38165891,0.203,55358,323780,0.0306690602,0.9868223108
"1051","KY","Fleming County",25.378368402,0.328,35878,14545,0.8051993309,0.3642319487,34.299041913,0.325,38860,14507,0.8051993309,0.5655143574,54.745774311,0.281,42571,14432,0.8051993309,0.523975467
"1052","KY","Floyd County",52.590740581,0.373,30127,38108,0.8387113128,0.4311424298,50.166500887,0.367,31295,37110,0.8387113128,0.3940077565,51.592078632,0.369,33218,35845,0.8387113128,0.4759068211
"1053","KY","Franklin County",274.20517554,0.285,49400,49880,0.2755402252,0.8101856549,268.49861733,0.243,52395,50560,0.2755402252,0.8830881607,269.0475716,0.255,53134,50815,0.2755402252,0.8149335498
"1054","KY","Fulton County",248.9626556,0.314,30671,6265,0.6443563775,0.4048143256,221.65927802,0.305,30605,6179,0.6443563775,0.750330251,107.89602746,0.271,32355,6120,0.6443563775,0.8254806987
"1055","KY","Gallatin County",68.584338565,0.373,45483,8589,1,0.0832460123,72.513394835,0.279,49945,8609,1,0.4527884503,58.530875037,0.318,49060,8832,1,0.3978344394
"1056","KY","Garrard County",57.009180444,0.314,43647,16858,0.7789143803,0.1348746452,64.981096408,0.273,46967,17292,0.7789143803,0.3608088931,90.611481352,0.27,51203,17560,0.7789143803,0.6210974456
"1057","KY","Grant County",52.438384898,0.281,46226,24875,0.6499067391,0.59342308,59.361593049,0.301,49312,24923,0.6499067391,0.6227799854,76.690211907,0.366,53965,25121,0.6499067391,0.6212391534
"1058","KY","Graves County",146.09402648,0.29,39247,37618,0.6940815172,0.4970501872,140.61147967,0.293,41705,37182,0.6940815172,0.4992322405,129.12771538,0.378,46785,37317,0.6940815172,0.4570997549
"1059","KY","Grayson County",67.231765032,0.341,35726,26194,0.73580362,0.6440612134,99.614648596,0.34,38418,26184,0.73580362,0.6292239571,92.757208008,0.357,40780,26321,0.73580362,0.6201351666
"1060","KY","Green County",53.188345842,0.313,33640,11043,1,0.4773494404,47.358295101,0.34,36246,11060,1,0.3675608456,31.618410949,0.301,36782,11049,1,0.0848285664
"1061","KY","Greenup County",61.089051176,0.321,42452,36308,0.3928745597,0.6577621241,52.270011947,0.351,46815,35893,0.3928745597,0.850203197,48.383975227,0.328,49457,35268,0.3928745597,0.7361419669
"1062","KY","Hancock County",38.785246092,0.265,50358,8753,0.8930531232,0.3246935201,53.740739319,0.27,56823,8810,0.8930531232,0.0936368943,51.593671176,0.298,56769,8758,0.8930531232,0.0936368943
"1063","KY","Hardin County",159.28998601,0.278,50407,108266,0.3421259581,0.7315217494,123.65792508,0.261,52040,107316,0.3421259581,0.697213458,158.24257656,0.318,52278,110356,0.3421259581,0.5472650957
"1064","KY","Harlan County",91.437301789,0.401,26351,28163,0.5415670469,0.444907439,86.972873866,0.392,25240,27168,0.5415670469,0.5935173168,60.999677061,0.325,29521,26409,0.5415670469,0.5931757634
"1065","KY","Harrison County",160.64398821,0.291,41406,18592,0.6592910963,0.4204605752,127.08754721,0.309,49615,18646,0.6592910963,0.5518412395,129.02532122,0.318,51709,18778,0.6592910963,0.3673989175
"1066","KY","Hart County",51.090228994,0.336,38038,18597,0.8718610913,0.5645914611,37.904084616,0.368,36628,18627,0.8718610913,0.437716358,45.727196923,0.354,37038,18906,0.8718610913,0.398373537
"1067","KY","Henderson County",157.88378318,0.292,43040,46467,0.3819891892,0.6614702703,192.72240093,0.292,46936,46253,0.3819891892,0.7469405405,176.68605904,0.312,51161,45591,0.3819891892,0.7507459459
"1068","KY","Henry County",58.863926224,0.331,43799,15572,1,0.1599636741,36.107166069,0.32,51774,15818,1,0.4395433316,30.456852792,0.24,53405,16106,1,0.3229761287
"1069","KY","Hickman County",41.701417848,0.318,41588,4734,1,0.5259077927,49.18839154,0.319,39859,4627,1,0.1315789474,97.045503558,0.354,44290,4421,1,0.1315789474
"1070","KY","Hopkins County",114.297144,0.294,42477,46376,0.4712489344,0.5822890026,124.32179943,0.259,43590,45904,0.4712489344,0.5764705882,118.68411683,0.331,45512,45068,0.4712489344,0.5297314578
"1071","KY","Jackson County",17.967145791,0.339,29090,13289,1,0.7433674226,25.386509609,0.355,30798,13368,1,0.8070253446,37.398556416,0.369,35317,13442,1,0.7213576404
"1072","KY","Jefferson County",579.11192984,0.256,48264,760026,0.0137310146,0.9525324654,562.46206674,0.257,52008,765352,0.0137310146,0.8956410506,611.99606532,0.249,55860,770517,0.0137310146,0.9096986085
"1073","KY","Jessamine County",179.98609198,0.285,51227,50815,0.2589840695,0.8417651175,172.93298346,0.286,55047,52357,0.2589840695,0.8512328654,146.3149939,0.292,59443,53920,0.2589840695,0.7925122463
"1074","KY","Johnson County",69.673529746,0.351,34271,23262,0.7301764001,0.559256722,72.499822304,0.322,35408,22978,0.7301764001,0.6349974311,72.955111149,0.36,39381,22386,0.7301764001,0.7207141634
"1075","KY","Kenton County",271.73235609,0.238,54728,163929,0.0697595793,0.8422489356,218.47901678,0.218,61798,164945,0.0697595793,0.8792637115,216.01805705,0.254,64644,166051,0.0697595793,0.9241234661
"1076","KY","Knott County",15.488096292,0.376,27709,15892,1,0.3041722746,18.005446648,0.35,29786,15544,1,0.4562584118,19.878081103,0.403,32228,15126,1,0.3052122844
"1077","KY","Knox County",91.709655568,0.341,26048,31798,0.629238152,0.4594611548,74.343992796,0.333,27432,31687,0.629238152,0.5317253709,66.151108031,0.34,30742,31304,0.629238152,0.451870903
"1078","KY","Larue County",51.359869266,0.3,40312,14180,0.7595293455,0.5789473684,49.360661903,0.278,44522,14096,0.7595293455,0.408793067,56.565085201,0.311,45458,14307,0.7595293455,0.5528077221
"1079","KY","Laurel County",86.70682957,0.312,34678,60015,0.5684208738,0.7009974681,89.965243241,0.316,38323,60250,0.5684208738,0.604122415,90.803065645,0.347,41425,60669,0.5684208738,0.574062431
"1080","KY","Lawrence County",50.098108796,0.359,32835,15804,0.7710592686,0.427112232,60.683420871,0.382,33757,15863,0.7710592686,0.6063682219,60.181812423,0.329,36667,15571,0.7710592686,0.4988020177
"1081","KY","Lee County",44.362760631,0.368,25473,7594,1,0.7852161785,48.593011441,0.328,25372,6580,1,0.8127298085,29.167274318,0.33,29124,7033,1,0.7847090148
"1082","KY","Leslie County",NA,0.352,27777,10918,1,1,46.763935653,0.374,28595,10538,1,1,37.741189791,0.341,31921,10143,1,1
"1083","KY","Letcher County",47.980698051,0.346,28574,23359,1,0.5778375953,33.838561861,0.347,29308,22773,1,0.6107100616,54.062236447,0.353,32321,21899,1,0.6028793996
"1084","KY","Lewis County",62.276940765,0.354,30217,13880,1,0.2460706561,38.492073039,0.326,32848,13442,1,0.3124729632,32.786885246,0.374,35751,13257,1,0.5156452776
"1085","KY","Lincoln County",53.831224944,0.328,35368,24445,0.8165871797,0.2977932261,47.361396157,0.311,35934,24372,0.8165871797,0.4109207016,37.952264485,0.271,42190,24644,0.8165871797,0.3830733166
"1086","KY","Livingston County",69.786105586,0.291,42892,9359,0.9537766572,0.5160205904,77.810002122,0.302,45229,9269,0.9537766572,0.4356550058,59.168414824,0.312,48182,9242,0.9537766572,0.4364954302
"1087","KY","Logan County",131.79445184,0.376,41150,26867,0.74980436,0.4224333892,145.86057741,0.384,43985,26593,0.74980436,0.409875163,170.95922994,0.285,46742,26989,0.74980436,0.4053288616
"1088","KY","Lyon County",31.97058706,0.31,43067,8430,1,0.2400769786,27.773369306,0.293,44767,8069,1,0.583834496,29.777857185,0.312,48395,8009,1,0.6843877796
"1089","KY","McCracken County",215.57177123,0.276,41216,65316,0.278242965,0.7266529398,201.98124315,0.287,42936,65162,0.278242965,0.725585297,233.3722287,0.283,48950,65346,0.278242965,0.7531609853
"1090","KY","McCreary County",67.18721627,0.284,24265,17863,1,1,51.595783887,0.326,25087,17511,1,1,36.39723381,0.393,30029,17408,1,1
"1091","KY","McLean County",35.823034211,0.315,42288,9478,1,0.2397439933,46.760907881,0.33,43656,9475,1,0.3922988144,63.134634608,0.318,48080,9252,1,0.0220333648
